x,multi-finetuned,multi-frozen,baseline,linear
0.562,0.6463621216440203,0.7906765173469149,0.9645176573698652,0.8945350430656249
0.5640000000000001,0.6560886414071453,0.7868851705884283,0.9606527368661505,0.888910861991198
0.5660000000000001,0.6656900574352546,0.7832306284252102,0.9567563168621621,0.8834336634089368
0.5680000000000001,0.6751547618085009,0.7797206832512233,0.9528450927639797,0.8781273544289969
0.5700000000000001,0.6844712907203931,0.7763606255168983,0.9489326043431309,0.8730120099047795
0.5720000000000001,0.6936283469087724,0.773153323193429,0.9450291925266099,0.8681039156593615
0.5740000000000001,0.7026148212582538,0.7700993252529504,0.9411420009719281,0.8634156476533135
0.5760000000000001,0.711419813558803,0.7671969869616428,0.937275020980794,0.8589561837879192
0.578,0.7200326524158184,0.7644426145237919,0.9334291775732156,0.8547310447960919
0.58,0.7284429143176774,0.7618306263980336,0.9296024538656078,0.8507424605026337
0.582,0.7366404418770789,0.7593537284357854,0.9257900502869815,0.8469895576343841
0.584,0.7446153612724536,0.7570030998687906,0.9219845746402008,0.843468565326563
0.586,0.75235809892516,0.7547685870994281,0.9181762585823485,0.8401730345005726
0.588,0.7598593974568909,0.752638902224886,0.9143531957689693,0.8370940673760038
0.59,0.7671103309796041,0.7506018232543228,0.9105015966884166,0.834220553520432
0.592,0.7741023197771041,0.7486443930557596,0.9066060551088926,0.8315394090286627
0.594,0.7808271444430257,0.7467531141948113,0.9026498210734067,0.8290358156522103
0.596,0.7872769595442337,0.7449141369976447,0.8986150755051073,0.8266934569632408
0.598,0.7934443068813476,0.7431134383822435,0.8944832017225506,0.8244947489281822
0.6,0.7993221284191445,0.741336989250747,0.8902350495039162,0.8224210625779182
0.602,0.8049037789587801,0.7395709085163891,0.8858511877705961,0.8204529367872513
0.604,0.8101830386210581,0.7378016021457395,0.8813121424712663,0.8185702795096379
0.606,0.8151541252051986,0.7360158859245871,0.8765986168224668,0.8167525561479574
0.608,0.8198117064807298,0.7342010909974375,0.8716916916843539,0.8149789640725189
0.61,0.8241509124611772,0.7323451515797205,0.8665730045026464,0.8132285926183949
0.612,0.8281673476971575,0.7304366745916695,0.8612249059112728,0.8114805682007571
0.614,0.8318571036134106,0.7284649913068918,0.8556305937459692,0.8097141844750609
0.616,0.8352167708992458,0.7264201914404202,0.849774224848572,0.8079090177351093
0.618,0.8382434519450361,0.7242931404144617,0.8436410056273276,0.8060450279833061
0.62,0.8409347732989298,0.7220754808294068,0.8372172628641114,0.8041026463214838
0.622,0.8432888980981041,0.7197596194279279,0.8304904967105669,0.8020628494958112
0.624,0.8453045384079463,0.7173387010665845,0.8234494181800728,0.7999072225843656
0.626,0.84698096738081,0.7148065713986734,0.8160839737117462,0.7976180109403869
0.628,0.8483180311238826,0.712157730121118,0.8083853595502457,0.795178162597964
0.63,0.849316160143533,0.7093872767449966,0.8003460287479103,0.7925713624103712
