fold,loss,accuracy,val_loss,val_accuracy,pretrained,dropout,weight_decay,learning_rate,augmenter
4,0.4642774760723114,0.8206018805503845,0.47030651569366455,0.8333333134651184,True,0.5,0.01,cyclical,heavy
4,0.41166388988494873,0.8541666865348816,0.4524286985397339,0.8263888955116272,False,0.25,0.01,stepwise,heavy
4,0.4999556243419647,0.9155092835426331,0.6725754141807556,0.8333333134651184,True,0.5,0.001,cycle,baseline
4,0.5217735767364502,0.7708333134651184,0.5174795389175415,0.7881944179534912,True,0.25,0.01,cycle,heavy
4,0.42745593190193176,0.8888888955116272,0.5495280623435974,0.8333333134651184,False,0.5,0.001,cycle,baseline
4,0.3954926133155823,0.8761574029922485,0.47223737835884094,0.8125,False,0.5,0.01,cycle,baseline
4,0.46613171696662903,0.8368055820465088,0.48421069979667664,0.8055555820465088,False,0.5,0.01,cyclical,heavy
4,0.3900751769542694,0.9328703880310059,0.676926851272583,0.8333333134651184,True,0.5,0.001,cyclical,heavy
4,0.4613293409347534,0.8391203880310059,0.45866885781288147,0.8472222089767456,False,0.5,0.01,cyclical,baseline
4,0.42896729707717896,0.8541666865348816,0.484173446893692,0.8263888955116272,True,0.25,0.01,cyclical,baseline
4,0.31286588311195374,0.9340277910232544,0.43993672728538513,0.8402777910232544,False,0.5,0.01,stepwise,baseline
4,0.46872255206108093,0.8344907164573669,0.476940780878067,0.8229166865348816,True,0.5,0.01,cyclical,baseline
4,0.33139920234680176,0.8946759104728699,0.4529770612716675,0.8298611044883728,True,0.5,0.01,stepwise,baseline
4,0.4463573098182678,0.8506944179534912,0.4733053743839264,0.8229166865348816,False,0.25,0.01,cyclical,baseline
4,0.45098331570625305,0.9155092835426331,0.6477722525596619,0.8298611044883728,True,0.5,0.001,stepwise,baseline
4,0.40559494495391846,0.8703703880310059,0.5108630657196045,0.8333333134651184,False,0.5,0.001,stepwise,baseline
4,0.39813804626464844,0.8773148059844971,0.4933985471725464,0.8333333134651184,False,0.5,0.001,stepwise,heavy
4,0.4152258634567261,0.8368055820465088,0.44703415036201477,0.8194444179534912,True,0.25,0.01,stepwise,heavy
4,0.3444839119911194,0.8946759104728699,0.4625030755996704,0.8541666865348816,False,0.25,0.01,stepwise,baseline
4,0.5259169340133667,0.7743055820465088,0.5028629302978516,0.8055555820465088,False,0.5,0.01,cycle,heavy
4,0.578459620475769,0.8530092835426331,0.6318750381469727,0.8298611044883728,True,0.5,0.001,cycle,heavy
4,0.40896546840667725,0.8703703880310059,0.43695053458213806,0.8333333134651184,False,0.5,0.01,stepwise,heavy
3,0.42701485753059387,0.8449074029922485,0.4877878725528717,0.7951388955116272,True,0.25,0.01,cycle,baseline
3,0.45106005668640137,0.8240740895271301,0.4311632513999939,0.8368055820465088,True,0.5,0.01,stepwise,heavy
3,0.520613968372345,0.8344907164573669,0.5118984580039978,0.8576388955116272,False,0.5,0.001,cycle,heavy
3,0.4586820602416992,0.8171296119689941,0.4784960150718689,0.8090277910232544,True,0.5,0.01,cycle,baseline
3,0.43139174580574036,0.8344907164573669,0.4729439914226532,0.8368055820465088,False,0.25,0.01,cycle,baseline
3,0.287990003824234,0.9861111044883728,0.6453554630279541,0.8472222089767456,True,0.5,0.001,cyclical,baseline
3,0.367319256067276,0.9108796119689941,0.5649920701980591,0.8472222089767456,False,0.5,0.001,cyclical,baseline
3,0.5208000540733337,0.8333333134651184,0.529824435710907,0.84375,False,0.5,0.001,cyclical,heavy
3,0.4809539318084717,0.8148148059844971,0.4823647737503052,0.8368055820465088,True,0.25,0.01,cyclical,heavy
3,0.4168272018432617,0.9143518805503845,0.5699699521064758,0.8541666865348816,True,0.5,0.001,stepwise,heavy
3,0.5038629770278931,0.7835648059844971,0.4877915382385254,0.8055555820465088,True,0.5,0.01,cycle,heavy
3,0.2711118161678314,0.9444444179534912,0.44402018189430237,0.8472222089767456,True,0.25,0.01,stepwise,baseline
3,0.485583633184433,0.8032407164573669,0.48751550912857056,0.8125,True,0.5,0.01,cyclical,heavy
3,0.4287926256656647,0.8472222089767456,0.46952247619628906,0.8333333134651184,False,0.25,0.01,stepwise,heavy
3,0.5799930691719055,0.8726851940155029,0.6299832463264465,0.8576388955116272,True,0.5,0.001,cycle,baseline
3,0.49253761768341064,0.8020833134651184,0.492602676153183,0.7951388955116272,True,0.25,0.01,cycle,heavy
3,0.5782780647277832,0.7951388955116272,0.5490038394927979,0.8402777910232544,False,0.5,0.001,cycle,baseline
3,0.4531324505805969,0.8229166865348816,0.45931944251060486,0.8298611044883728,False,0.5,0.01,cycle,baseline
3,0.512414276599884,0.8101851940155029,0.47996437549591064,0.8541666865348816,False,0.5,0.01,cyclical,heavy
3,0.6334397196769714,0.8356481194496155,0.6398994326591492,0.8611111044883728,True,0.5,0.001,cyclical,heavy
3,0.4757228195667267,0.8182870149612427,0.4697036147117615,0.8263888955116272,False,0.5,0.01,cyclical,baseline
3,0.4534853398799896,0.8379629850387573,0.4805767834186554,0.8194444179534912,True,0.25,0.01,cyclical,baseline
3,0.3300922214984894,0.9224537014961243,0.460818886756897,0.8472222089767456,False,0.5,0.01,stepwise,baseline
3,0.4746924936771393,0.8182870149612427,0.48548877239227295,0.8368055820465088,True,0.5,0.01,cyclical,baseline
3,0.39310336112976074,0.8657407164573669,0.48094409704208374,0.8159722089767456,True,0.5,0.01,stepwise,baseline
3,0.4444738030433655,0.8472222089767456,0.45976388454437256,0.8541666865348816,False,0.25,0.01,cyclical,baseline
3,0.6110205054283142,0.8414351940155029,0.6297721862792969,0.8576388955116272,True,0.5,0.001,stepwise,baseline
3,0.4413106441497803,0.8530092835426331,0.5145578384399414,0.8576388955116272,False,0.5,0.001,stepwise,baseline
3,0.41597169637680054,0.8773148059844971,0.5085669755935669,0.8506944179534912,False,0.5,0.001,stepwise,heavy
3,0.4760276973247528,0.8101851940155029,0.47234636545181274,0.8368055820465088,True,0.25,0.01,stepwise,heavy
3,0.4359472692012787,0.8541666865348816,0.4490126967430115,0.8576388955116272,False,0.25,0.01,stepwise,baseline
3,0.5050334334373474,0.8078703880310059,0.48231756687164307,0.8229166865348816,False,0.5,0.01,cycle,heavy
3,0.49315503239631653,0.8807870149612427,0.5826029777526855,0.8784722089767456,True,0.5,0.001,cycle,heavy
3,0.4549281597137451,0.84375,0.45083510875701904,0.84375,False,0.5,0.01,stepwise,heavy
1,0.39221933484077454,0.8680555820465088,0.45782628655433655,0.8194444179534912,True,0.25,0.01,cycle,baseline
1,0.41861283779144287,0.8495370149612427,0.4705698788166046,0.8194444179534912,True,0.5,0.01,stepwise,heavy
1,0.514161229133606,0.8344907164573669,0.4807474911212921,0.8298611044883728,False,0.5,0.001,cycle,heavy
1,0.42633742094039917,0.8622685074806213,0.4575442671775818,0.8333333134651184,True,0.5,0.01,cycle,baseline
1,0.37884071469306946,0.8993055820465088,0.4592174291610718,0.8541666865348816,False,0.25,0.01,cycle,baseline
1,0.31225132942199707,0.9780092835426331,0.6728877425193787,0.8090277910232544,True,0.5,0.001,cyclical,baseline
1,0.4131453335285187,0.8969907164573669,0.5371435880661011,0.8402777910232544,False,0.5,0.001,cyclical,baseline
1,0.44004085659980774,0.8784722089767456,0.49785810708999634,0.8333333134651184,False,0.5,0.001,cyclical,heavy
1,0.46333280205726624,0.8356481194496155,0.4443773925304413,0.8541666865348816,True,0.25,0.01,cyclical,heavy
1,0.4924665689468384,0.8784722089767456,0.5454474091529846,0.8402777910232544,True,0.5,0.001,stepwise,heavy
1,0.6116938591003418,0.6932870149612427,0.579138994216919,0.7013888955116272,True,0.5,0.01,cycle,heavy
1,0.36742615699768066,0.8877314925193787,0.466997891664505,0.8263888955116272,True,0.25,0.01,stepwise,baseline
1,0.49316975474357605,0.8101851940155029,0.4810325801372528,0.8159722089767456,True,0.5,0.01,cyclical,heavy
1,0.6109352111816406,0.7071759104728699,0.5563129186630249,0.7256944179534912,False,0.25,0.01,stepwise,heavy
1,0.5858666300773621,0.8761574029922485,0.6520089507102966,0.8368055820465088,True,0.5,0.001,cycle,baseline
1,0.4989340603351593,0.8101851940155029,0.4493105709552765,0.8125,True,0.25,0.01,cycle,heavy
1,0.4833552837371826,0.8645833134651184,0.5467774271965027,0.8333333134651184,False,0.5,0.001,cycle,baseline
1,0.43381044268608093,0.8472222089767456,0.4763551354408264,0.8159722089767456,False,0.5,0.01,cycle,baseline
1,0.465972900390625,0.8495370149612427,0.44279158115386963,0.84375,False,0.5,0.01,cyclical,heavy
1,0.6369649171829224,0.8483796119689941,0.6331873536109924,0.8576388955116272,True,0.5,0.001,cyclical,heavy
1,0.4676036536693573,0.8252314925193787,0.49649131298065186,0.8229166865348816,False,0.5,0.01,cyclical,baseline
1,0.4300520420074463,0.8564814925193787,0.4700450897216797,0.8090277910232544,True,0.25,0.01,cyclical,baseline
1,0.3439832925796509,0.9097222089767456,0.4626985192298889,0.8368055820465088,False,0.5,0.01,stepwise,baseline
1,0.471166729927063,0.8229166865348816,0.47670090198516846,0.8194444179534912,True,0.5,0.01,cyclical,baseline
1,0.38428348302841187,0.8842592835426331,0.4558776319026947,0.8368055820465088,True,0.5,0.01,stepwise,baseline
1,0.45650461316108704,0.8425925970077515,0.4618028402328491,0.8541666865348816,False,0.25,0.01,cyclical,baseline
1,0.43930327892303467,0.9305555820465088,0.5915337204933167,0.8541666865348816,True,0.5,0.001,stepwise,baseline
1,0.38911235332489014,0.8958333134651184,0.4951910376548767,0.8229166865348816,False,0.5,0.001,stepwise,baseline
1,0.4461974799633026,0.8611111044883728,0.44643518328666687,0.8472222089767456,False,0.5,0.001,stepwise,heavy
1,0.41874271631240845,0.8506944179534912,0.4111326038837433,0.8645833134651184,True,0.25,0.01,stepwise,heavy
1,0.3090423345565796,0.9270833134651184,0.4409137964248657,0.84375,False,0.25,0.01,stepwise,baseline
1,0.6177193522453308,0.7013888955116272,0.5757525563240051,0.7083333134651184,False,0.5,0.01,cycle,heavy
1,0.567342221736908,0.8506944179534912,0.5805113911628723,0.84375,True,0.5,0.001,cycle,heavy
1,0.4586375951766968,0.8425925970077515,0.4559381902217865,0.8298611044883728,False,0.5,0.01,stepwise,heavy
0,0.4447759985923767,0.8344907164573669,0.5374391674995422,0.7604166865348816,True,0.25,0.01,cycle,baseline
0,0.47108006477355957,0.8148148059844971,0.5150878429412842,0.7777777910232544,True,0.5,0.01,stepwise,heavy
0,0.44945505261421204,0.8472222089767456,0.5586248636245728,0.8090277910232544,False,0.5,0.001,cycle,heavy
0,0.4717041552066803,0.8090277910232544,0.5179187655448914,0.7847222089767456,True,0.5,0.01,cycle,baseline
0,0.38790363073349,0.8796296119689941,0.5590918064117432,0.7986111044883728,False,0.25,0.01,cycle,baseline
0,0.42090603709220886,0.9467592835426331,0.7975469827651978,0.8020833134651184,True,0.5,0.001,cyclical,baseline
0,0.5180028080940247,0.8460648059844971,0.6403415203094482,0.8020833134651184,False,0.5,0.001,cyclical,baseline
0,0.49350637197494507,0.8530092835426331,0.5725642442703247,0.8159722089767456,False,0.5,0.001,cyclical,heavy
0,0.4937923848628998,0.8101851940155029,0.5669147968292236,0.7777777910232544,True,0.25,0.01,cyclical,heavy
0,0.3952468931674957,0.9282407164573669,0.6569092273712158,0.8159722089767456,True,0.5,0.001,stepwise,heavy
0,0.4996280372142792,0.7974537014961243,0.5280590057373047,0.7673611044883728,True,0.5,0.01,cycle,heavy
0,0.5378594994544983,0.78125,0.5524446368217468,0.7951388955116272,True,0.25,0.01,stepwise,baseline
0,0.46549245715141296,0.8368055820465088,0.5205555558204651,0.7777777910232544,True,0.5,0.01,cyclical,heavy
0,0.45623642206192017,0.8344907164573669,0.5093984603881836,0.7743055820465088,False,0.25,0.01,stepwise,heavy
0,0.6205229163169861,0.8472222089767456,0.7427196502685547,0.8020833134651184,True,0.5,0.001,cycle,baseline
0,0.49480679631233215,0.8055555820465088,0.5344849824905396,0.7673611044883728,True,0.25,0.01,cycle,heavy
0,0.41493165493011475,0.8958333134651184,0.6046392321586609,0.8159722089767456,False,0.5,0.001,cycle,baseline
0,0.3975526690483093,0.8796296119689941,0.502208948135376,0.8125,False,0.5,0.01,cycle,baseline
0,0.45417287945747375,0.8541666865348816,0.5344937443733215,0.8229166865348816,False,0.5,0.01,cyclical,heavy
0,0.5148015022277832,0.8877314925193787,0.7149120569229126,0.8125,True,0.5,0.001,cyclical,heavy
0,0.4381665587425232,0.8425925970077515,0.5201990604400635,0.8229166865348816,False,0.5,0.01,cyclical,baseline
0,0.44061291217803955,0.8483796119689941,0.5492559671401978,0.7881944179534912,True,0.25,0.01,cyclical,baseline
0,0.3233078420162201,0.9247685074806213,0.49230778217315674,0.8125,False,0.5,0.01,stepwise,baseline
0,0.3951423466205597,0.8761574029922485,0.5182740092277527,0.8125,True,0.5,0.01,cyclical,baseline
0,0.3378117084503174,0.9039351940155029,0.4568614363670349,0.8368055820465088,True,0.5,0.01,stepwise,baseline
0,0.5154748558998108,0.7951388955116272,0.5605390667915344,0.7638888955116272,False,0.25,0.01,cyclical,baseline
0,0.5944660902023315,0.8472222089767456,0.686867892742157,0.8090277910232544,True,0.5,0.001,stepwise,baseline
0,0.46686553955078125,0.8576388955116272,0.58390212059021,0.7916666865348816,False,0.5,0.001,stepwise,baseline
0,0.41911008954048157,0.8784722089767456,0.5420525670051575,0.8298611044883728,False,0.5,0.001,stepwise,heavy
0,0.39332789182662964,0.8761574029922485,0.4942285120487213,0.8125,True,0.25,0.01,stepwise,heavy
0,0.30320802330970764,0.9317129850387573,0.5470325946807861,0.7986111044883728,False,0.25,0.01,stepwise,baseline
0,0.48905259370803833,0.8159722089767456,0.5315808057785034,0.7743055820465088,False,0.5,0.01,cycle,heavy
0,0.5926751494407654,0.8310185074806213,0.6402320861816406,0.8055555820465088,True,0.5,0.001,cycle,heavy
0,0.42888036370277405,0.8518518805503845,0.4901140630245209,0.7881944179534912,False,0.5,0.01,stepwise,heavy
